Sentence,Sentiment,sentence
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,`` L'investissement annoncé de l'automobile Hyundai par exemple sonne optimiste pour nous comme bien sûr de nouvelles voitures signifie de nouveaux pneus. ''
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,"Selon l' étude ScanTrack d' ACNielsen pour la période allant de la semaine 10 de 2005 à la semaine 9 de 2006 , Coca-Cola est le leader du marché des boissons gazeuses en Finlande ."
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,$YMI http://stks.co/Xyf Configuration longue. Fermé au-dessus de la 20MA. Croix MACD. Catalyseur de novembre.
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,"MISE À JOUR 3-BP règle les revendications relatives aux déversements de pétrole avec Halliburton, Transocéan"
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral,"Les marchés passés à ce jour , dans le cadre du système , s' élèvent à un total de 36 millions d' euros ."
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral,"Étant donné que les dépenses doivent être justifiées par des obstacles à l' approbation du budget , nous pensons que notre modèle de RdP peut aider les praticiens de la sécurité des TI et des TI à présenter plus facilement des arguments d' ordre commercial pour l' acquisition de technologies de sécurité habilitantes et d' activités de contrôle connexes ."
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,La Coca-Cola Company et la Coca-Cola FEMSA pour acquérir des boissons à base de soja Ades d'Unilever
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,"Nous sommes honorés d'être reconnus pour notre engagement envers l'industrie, en particulier en Asie-Pacifique. ''"
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,"Une de l'invention, publiée par l'Office des brevets, a déclaré : « Les chambres sont pressurisées."
"In the Baltic countries , sales fell by 42.6 % .",neutral,"Dans les pays baltes , les ventes ont diminué de 42,6 % ."
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,"Toutefois , le volume des ventes dans l' industrie alimentaire devrait rester relativement bon en Finlande et en Scandinavie , a déclaré Atria ."
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,Les besoins en matière première de l'usine augmenteront de 100 000 m3 de bois.
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral,"Outotec , dont le siège est à Espoo , en Finlande , est un fournisseur de premier plan de solutions , de technologies et de services pour les industries extractives et métallurgiques ."
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",neutral,"La seule tache sombre à l' horizon , cependant , était la performance de l' entreprise sur le marché finlandais de l' eau embouteillée ."
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive,Détentions courantes par l'intermédiaire d'options - Long: $AAPL $V $GS $AET & Short: $VXX
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral,"Le processus , la technologie , la gestion de projet , l' ingénierie de base et l' assurance de la qualité au sein de l' industrie forestière seront consolidés à Vantaa , dans le sud de la Finlande ."
$PCLN runs into the 50sma on the acquisition news,positive,$PCLN tombe dans les 50sma sur les nouvelles d'acquisition
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",positive,"Vaahto Pulp & Paper , du Groupe Finlandais Vaahto , a reçu une commande pour rénover la société finlandaise-suédoise de l'industrie forestière Stora Enso 's machine de carton à l'Ingerois Board Mill en Finlande ."
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,Nokia a augmenté de 0.12 pct à 16.70 eur après avoir commencé le matin en territoire négatif .
$TZA is a rocket ship!!!,positive,$TZA est un vaisseau fusée!!!
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",positive,"Le fournisseur finlandais de solutions informatiques Affecto Oyj a déclaré aujourd' hui qu' il avait remporté un contrat-cadre d' une valeur d' environ 2 millions d' euros , pour mettre en œuvre la prochaine phase de sa demande d' assurance pour South African Mutual & Federal Insurance Company Limited M&F ."
Industry Investment is very interested in Glaston 's solar energy projects .,positive,Industrie Investissement est très intéressé par les projets d'énergie solaire de Glaston .
The winner does not have to be present to win .,neutral,Le gagnant n'a pas à être présent pour gagner .
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,Scanfil exécutera les mises à pied temporaires d'ici la mi-octobre 2009 et les réductions d'emplois d'ici mars 2010.
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,"En outre , nos grues entièrement électriques sont respectueuses de l'environnement ."
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,TietoEnator finnois-suédois développe rapidement ses activités en Russie .
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,"On estime que le chiffre d' affaires consolidé de Kausta Guder atteindra Lt 53mn US$ 22,53millions EUR 15,35millions en 2007 ."
Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,positive,Ajouté plus $BBBY @jimbramer est mal à propos de celui-ci. Encore un marchand très rentable avec des magasins rentables
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,"Les ventes de bière de Rinkuskiai ont chuté de 6,5 % à 4,16 millions de litres, tandis que celles de Kauno Alus ont augmenté de 6,9 % à 2,48 millions de litres."
"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral,"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD Dans le cadre d' une campagne visant à protéger les utilisateurs de son service bancaire Internet , Barclays Bank a annoncé qu' elle recommanderait F-Secure Internet Security à ses clients ."
Halonen 's office acknowledged receiving the letter but declined comment .,neutral,"Le bureau de Halonen a reconnu avoir reçu la lettre, mais a refusé de faire des commentaires."
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral,"Boomeranger Boats Oy se spécialise dans la construction et la conception de bateaux, fabrique et vend des bateaux gonflables rigides personnalisés RIB principalement pour le marché de la mer Baltique."
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive,"La juste valeur des biens d' investissement de l' entreprise est passée de 2,691 millions d' euros il y a un an à 2,803 milliards d' euros à la fin du mois de mars 2009."
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive,"""Nous sommes parvenus à un accord avec le syndicat que les vols continueront comme normal,"" a déclaré le porte-parole de Finnair Usko Maatta."
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,"$OSUR en hausse de 33% depuis 6/25 acheter le signal. résistance 5,33 - s'attendre 1. retrait 2ème moitié de la journée ou 2. break abov 5,33 et continuer le rallye pendant 4-5 jours"
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,"L' entreprise a enregistré un chiffre d' affaires net de 10,8 millions d' euros en 2008 et compte aujourd' hui environ 120 employés en Finlande , en Estonie et en Pologne ."
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,"Le courtier souligne Cargotec comme son stock préféré dans le secteur , car il est un jeu pur sur la manutention mondiale des marchandises et des conteneurs , et il s' attend à ce qu' il joue un rôle actif dans la consolidation de l' industrie ."
The combined capital of these funds is expected to be EUR 100mn-150mn .,neutral,Le capital combiné de ces fonds devrait être de 100 millions d' euros à 150 millions d' euros .
"The total headcount reduction will be 50 persons , the company said .",negative,"La réduction totale des effectifs sera de 50 personnes , a déclaré la société ."
The aim is to develop open-source application solutions .,neutral,L'objectif est de développer des solutions d'application open-source .
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,Les ventes nettes de l' ensemble de l' exercice 2008 seront inférieures à celles de 2007 et le bénéfice d' exploitation est jugé négatif .
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,Le contrat comprend un nouveau bâtiment d'une superficie de 18 000 m2 et la rénovation des bâtiments existants.
Retailers Kingfisher and Sports Direct rise in Britain's share index,positive,Détaillants Kingfisher et Sports Augmentation directe de l'indice des actions britannique
Persimmon share price climbs on 23% rise in full-year revenue,positive,Les cours des actions de Persimmon augmentent de 23% en hausse du chiffre d'affaires de l'année entière
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral,"Pour les vérifier ou faire une offre, ils seront dans le Showroom de Deka, Fortitude Valley."
"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral,"La nouvelle installation , connue sous le nom de Technopolis Pulkovo , va introduire sur le marché russe un concept entièrement nouveau de création , d' exploitation et de croissance d' un parc scientifique et technologique financé commercialement pour soutenir la croissance d' entreprises à forte intensité de connaissances ."
Tesco's Sales Pickup Isn't Enough,negative,Le ramassage des ventes de Tesco ne suffit pas
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,neutral,$TRIP maintient la note neutre à JP Morgan- PT coupe 61 $ de 66 $
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,"L'indice le plus faible a été donné à la compagnie d'électricité finlandaise Fortum , 4,5 ."
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,Les filtrats extraits sont très clairs tandis que les gâteaux filtrants séchés répondent aux limites d'humidité de transport (LTM) requises pour leurs teneurs en minerais.
"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",neutral,""" Cette commande est incluse dans le carnet de commande de Wartsila au deuxième trimestre "", a ajouté la société."
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,neutral,La société a également déclaré que le déploiement du réseau danois 4G se poursuivait et qu'elle comptait couvrir 75 % de la population danoise en 2011 .
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,"La cession d'Autotank renforcera également la structure du capital d'Aspo , a commenté Gustav Nyberg , PDG d'Aspo ."
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,"Micron Technology Inc #NASDAQ: $MU en baisse de 2,3 % aujourd'hui et de 8,9 % depuis la mise sur ""The Short"" https://t.co/EQQLTfUiOU"
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,neutral,Biohit Oyj OMX Helsinki : BIOBV a émis mardi 3 juin un avertissement de bénéfice pour l' exercice 2008 .
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive,"""Je suis heureux de recevoir la demande et la confiance du comité de mise en candidature,"" dit Jon Risfelt."
"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",positive,"$AAPL Stock Grimpe comme Barron 's Sees 40% Upside, Jim Cramer's Take https://t.co/lKlD9mVKBQ"
"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",positive,"La société a également déclaré le 16 novembre 2006 son fonds immobilier I Ky a signé un accord avec le fabricant finlandais de fenêtres Fenestra Oy pour construire une usine de fenêtres à Forssa , dans le sud de la Finlande ."
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,"Au troisième trimestre , les ventes nettes ont augmenté de 12 % sur un an pour atteindre 159,5 millions d' euros , soit de 6 % à des taux de croissance comparables ."
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,ITV pour poursuivre la prise de contrôle du Canada Entertainment One: Bloomberg
"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral,"Cramo est une société de services spécialisée dans la location de machines et d'équipements de construction et de services liés à la location, ainsi que la location et la vente d'espaces modulaires."
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,"En fonction de la situation du marché , ces projets sont vendus au bout d' un à trois ans après leur achèvement ."
AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive,AstraZeneca pèse Acerta pour obtenir un médicament contre le cancer du sang
$HRL ready to pop! http://stks.co/s0Ny4,positive,$HRL prêt à apparaître! http://stks.co/s0Ny4
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,Nouvelles FeedFTSE 100 déménageurs: LSE surtensions comme le dit ICE offre mulling; Ashtead et Barclays réservoir
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,Elcoteq SE est le plus grand fabricant d'électronique contractuelle d'Europe et a mis en place une unité à Bangalore en association avec Avista Advisory de Mumbai.
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,"Ventes TVA comprise a augmenté de 19 pour cent , à 351 millions d' euros ."
Operating profit increased by 145.1 % to EUR 8.3 mn from EUR 3.4 mn .,positive,"Le bénéfice d' exploitation a augmenté de 145,1 % pour s' établir à 8,3 millions d' euros par rapport à 3,4 millions d' euros ."
"ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland ) .",neutral,"ALEXANDRIA , Va. , 19 décembre -- Le brevet américain no 7 853 620 , délivré le 14 décembre , a été attribué à Nokia Corp. ( Espoo , Finlande ) ."
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,Pays : ; Allemagne Secteur : Construction-Immobilier ; Machinerie-Ingénierie Objectif : Caverion GmbH Acheteur : YIT Oyj Taille de l'offre en USD : 90.3 m Type : Acquisition d'entreprise Statut : D'accord
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,positive,$AMRN Il s'accumule. Je pense acheter maintenant ou garder votre paix. Cela devrait monter aujourd'hui / demain.
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009 .,positive,"Le bénéfice d' exploitation s' est élevé à 3,11 millions d' euros , contre 1,22 millions d' euros au cours de la période correspondante de 2009 ."
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,"L'an dernier, SysOpen Digia a investi dans le savoir-faire d'IBM dans la construction de systèmes de portails et de lieux commerciaux et a mis en œuvre avec succès des solutions client soutenues par elle ."
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",neutral,"( ADP News ) - 4 février 2009 - La société finlandaise Teleste Oyj ( HEL : TLT1V ) a déclaré aujourd'hui que son bénéfice net était tombé à 5,5 millions d'euros ( 7,2 millions de dollars américains ) en 2008, contre 9,4 millions d' euros pour 200."
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,neutral,"Un paiement à la source pouvant atteindre 4,0 millions d' euros ( 5,3 millions de dollars ) peut également être payé en fonction des résultats financiers d' Intellibis en 2007 ."
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,"L' effet de change a eu un effet négatif de 3,0 pct , soit 20 millions d' euros ( 31,3 millions de dollars ) sur les recettes ."
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral,"Seul L+ñnnen Tehtaat a montré une perte , mais il n' a commencé que récemment à rationaliser les mesures ."
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral,18:30 Dîner Le programme de la conférence peut également être vu comme une webdiffusion audio en direct via les pages Internet à www.citycon.com .
Operating profit margin increased from 11.2 % to 11.7 % .,positive,"La marge bénéficiaire opérationnelle est passée de 11,2 % à 11,7 % ."
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,"Le bénéfice d' exploitation s' est élevé à 1,22 million d' euros , en baisse par rapport à 3,56 millions d' euros au premier trimestre de 2008 ."
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,"Fondée en 1985 , la clientèle de Quatrocon se compose de constructeurs du secteur public , d' entreprises commerciales centrales et de grandes entreprises de construction ."
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive,"$RUSS Ne pas attraper les couteaux tombés, mais je pense qu'une entrée va bientôt arriver sur ce"
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",neutral,"Le bénéfice avant impôts de la société est tombé à 21,1 millions d' euros au troisième trimestre 2008 , contre 35,8 millions d' euros au cours de la période correspondante de 2007 ."
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral,"Les autorités russes ont inspecté les dommages et donné au navire l'autorisation de continuer à Tallinn vers 4 h 30. Le M-T Sten Nordic, immatriculé en Norvège, transportait 11 000 tonnes de gazole et était habité par un équipage philippin."
The maritime administration said the ships had ignored warnings about the icy conditions .,neutral,L'administration maritime a déclaré que les navires avaient ignoré les avertissements sur les conditions glacées .
"$WFM Bought a little yesterday, hoping for an earnings pop.",positive,"$WFM acheté un peu hier, en espérant un bénéfice pop."
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,"La société allemande a également signé un accord de partage de code avec un autre membre d' Oneworld -- American Airlines Inc , faisant partie d' AMR Corp ( NYSE : AMR ) basé aux États-Unis ."
Odell has not contacted the State of Finland in this issue .,neutral,Odell n' a pas contacté l' État de Finlande dans ce dossier .
Borealis Infrastructure putting together new Severn Trent bid,positive,Borealis Infrastructure mettant en place une nouvelle offre Severn Trent
"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .",neutral,"Cette commande , lorsqu' elle sera livrée , portera à plus de 1 300 MW la production totale d' électricité en Italie produite par les équipements de Wartsila ."
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,"Cooper SH , le distributeur britannique pour le fabricant de matériel de levage Konecranes , a remporté l'accord de cinq ans qui implique une faible maintenance et des technologies d'économie de carburant ."
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,"Selon une estimation préliminaire , le parc technologique mesurera environ 50 000 mètres carrés ."
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,neutral,La société prévoit de dépenser le produit de l' offre de droits pour renforcer son bilan .
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",neutral,"Les gains par action ( EPS ) au premier semestre 2007 se sont élevés à 0 EUR.29 , en baisse par rapport à 0 EUR il y a 40 ans ."
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative,"$RXII Tang est vraiment toxique, ils continuent à faire baisser le prix de l'action. Au moins ils pourraient le laisser grimper un peu avant de le traîner vers le bas."
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,"Le consortium de vente comprend des fonds gérés par l' unité de capital-risque d' OKO Bank , Bio Fund Management et Finland Industry Investment , un groupe d' investissement public ."
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral,Amer Sports dessaisit un site industriel à Rumilly (France) - Cette annonce est distribuée par Thomson Reuters au nom de ses clients.
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,"Metsa-Botnia financera le paiement des dividendes , le remboursement du capital et le rachat de ses propres actions avec les fonds provenant de sa cession des opérations uruguayennes , ainsi que des actions de Pohjolan Voima , et en utilisant ses facilités de financement existantes ."
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",positive,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF les Transports mènent toujours le chemin, et ils ont cassé DT ligne 1er, MACD croix, drapeau de taureau="
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,"L' EBIT , à l' exclusion des postes non récurrents , s' est élevé à 67,8 millions d' euros , en hausse par rapport à 38,1 millions d' euros ."
The diesel margin has remained high .,positive,La marge du diesel est restée élevée .
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,"La perte d' exploitation s' est élevée à 0,3 million d' euros , contre un bénéfice de 2,2 millions d' euros pour la période correspondante de 2007 ."
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,"Le FTSE s'est réuni trois mois plus bas, stimulé par StanChart, Sainsbury"
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive,"La croissance de l' activité des clients de Talentum , qui a débuté à la fin de 2009 , s' est poursuivie au cours de la période considérée , a déclaré la société ."
The maximum number of new shares to be offered is 22 million .,neutral,Le nombre maximal d' actions nouvelles à offrir est de 22 millions .
"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .",neutral,"Marimekko fait toutes sortes de petites impulsions colorées achète `` parasols , bavoirs de bébé , changer de sac à main `` et ils sont tous à vendre , le meilleur pour profiter des acheteurs qui ne s'engagent pas à meubles mais veulent un morceau de l'action ."
"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .",neutral,"Le bénéfice net du fournisseur finlandais de solutions logicielles de gestion Ixonos Oyj est tombé à 369 000 euros ( 575 000 dollars ) pour le premier trimestre 2008 , contre 669 000 euros ( 1,0 million de dollars ) pour la même période de 2007 ."
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,"La vente , qui se traduira par un gain de quelque 60 millions d' euros au deuxième trimestre 2010 pour Oriola-KD , soutient la stratégie de la société finlandaise de se concentrer sur les opérations de gros et de détail pharmaceutiques ."
"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral,"Les orientations ont été fixées à 90 points de base au cours des interminables périodes , a déclaré le rapport ."
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral,"Le 11 octobre 2006, le distributeur finlandais de drogues et grossiste Oriola-KD Oyj a déclaré qu'elle avait nommé Anne Kariniemi vice-présidente de son département Logistique et Sourcing au 15 janvier 2007."
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",negative,"C'est une mauvaise idée de faire des prédictions de 5 min basées sur la foi: RT @dandyduct $AAPL Sell signal frappé à 584, il va descendre pour les 5 prochaines minutes"
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral,Les contrats comprennent des commandes clés en main pour des systèmes RoRo pour deux navires de croisière RoRo en construction pour Viking Line et Tallink.
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive,"$ENDP sortie inversion .11 X 3K actions = 330 $ - maintenant Long - ne pas obtenir de suivi, de chaque côté de l'action de prix"
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,Le prix des actions d'ITV saute sur le compte rendu de l'appel d'offres de Comcast NBCUniversal à la prise de contrôle ...
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive,"Le 4 mai 2006 , à 10 heures , une augmentation du capital social d' Aspo Plc s' élevant à 1 125,60 EUR a été enregistrée aujourd' hui ."
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral,Le contrat de quatre ans entre la banque et Ski Sport Finland apportera les publicités de la banque aux casques et casques de ski .
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,"Selon le fondateur et président du conseil d'administration de Scanfil finnois, Jorma J. Takanen , l'entreprise doit chercher la croissance à l'étranger ."
"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",neutral,"Lorsque de nouveaux types d' éléments réseau sont ajoutés au réseau , le fichier de conversion est mis à jour en ajoutant les informations nécessaires pour convertir le format de message du nouveau type d' élément réseau au format compris par le système de gestion ."
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,"Dans la vidéo ci-dessus le directeur de conception de Marimekko , Noora Niiininoski , explique que les marques sont un ajustement naturel pour l'autre parce qu'ils ont tous les deux un style intemporel ."
We have made long-term investments in developing the system 's implementation model .,neutral,Nous avons fait des investissements à long terme dans le développement du modèle de mise en œuvre du système .
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",positive,"Comptel , fournisseur de logiciels dynamiques de soutien aux opérations ( OSS ) , a été sélectionné par Orascom Telecom ( OTH ) comme partenaire pour la fourniture et l' activation de solutions pour les services mobiles ."
$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,$AAPL Je suis grand OUT de cela. semble sa chute vers 530.. :(
"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .",neutral,"Le NTSB a déclaré que les enquêteurs sont prêts à effectuer des tests de distance de vue le 18 juillet , en utilisant des trains similaires à ceux impliqués dans l'accident ."
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive,"Le fabricant finlandais d' équipements sportifs Amer Sports Oyj ( HEL : AMEAS ) a déclaré aujourd' hui que sa perte nette s' était réduite à 16,9 millions d' euros ( 22,3 millions de dollars américains ) au deuxième trimestre de 2010 par rapport à 23,2 millions d' euros au cours de la période correspondante un an plus tôt ."
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,"Le rendement des investissements s' est établi à 5,0 % , contre 4,1 % en 2009 ."
