Sentence,Sentiment,sentence
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,La compañía también aparece en el Registro de Inversiones Ethibel Pioneer e incluido en la lista Global 100 de Innovest de las corporaciones más sostenibles del mundo.
The value of the multi-year agreement is over EUR 2mn a year .,neutral,El valor del acuerdo plurianual es superior a 2 millones de euros al año .
"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin",negative,"Glencore recorta el presupuesto de 2015, planes para desinvertir desde Lonmin"
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,"El flujo de caja de las operaciones comerciales ascendió a 0,4 millones de euros , frente a un saldo negativo de 15,5 millones de euros en el primer semestre del 2008 ."
"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive,"En comparación con el índice FTSE 100 , que aumentó 28,3 puntos o el 0,5 % en el día , se trata de una variación relativa del precio del 2,3 % ."
"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",negative,"Por el momento , Valio no está preocupado , pero si la prohibición continúa por mucho tiempo , puede convertirse en un gran problema ."
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,Zurich Seguros considerando la oferta para el Reino Unido Rival RSA Seguro
"After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn .",neutral,"Después de comprar Eukor Car Carriers 50 por ciento de participación , Grimaldi Group es ahora el único propietario del roll-on sueco , roll-off puerto de Wallhamn ."
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,"Destia Oy es una empresa finlandesa de servicios de infraestructura y construcción que construye, manteniendo y diseñando rutas de tráfico, entornos industriales y de tráfico, pero también entornos de vida completos."
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,"ALEXANDRIA , Va. , 28 de marzo -- Pertti Salmi y Hanna Vuolteenaho , ambos de Oulu , Finlandia , y Sami Viitasaari de Ii , Finlandia , han desarrollado un diseño ornamental para un teléfono , anunció la Oficina de Patentes y Marcas de los Estados Unidos ."
It will also strengthen Ruukki 's offshore business .,positive,También fortalecerá Ruukki 's negocios offshore .
The handset maker did not disclose any financial details .,neutral,El fabricante de teléfonos móviles no reveló ningún detalle financiero .
The plant is expected to start production in the first half of 2007 .,neutral,Se espera que la planta comience su producción en el primer semestre de 2007 .
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",positive,"La reestructuración crea una organización más eficiente con mayor enfoque operativo y rentabilidad estable, y conduce a una producción más eficiente, dijo Bo Annvik, jefe de Specialty Stainless."
The electricity requirement of networks will grow with the new mobile generation .,neutral,Las necesidades de electricidad de las redes crecerán con la nueva generación móvil .
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive,"Por otra parte , se espera que la ingesta de pedidos sea más fuerte que en 2007 ."
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,"El beneficio neto en los tres meses hasta el 31 de marzo cayó a ( x20ac ) 103 millones ( US$ 165 millones ) de ( x20ac ) 131 millones al año anterior , dijo la compañía finlandesa ."
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral,"CHS Expo Freight es una importante empresa finlandesa de logística de ferias, exposiciones y cultura que presta servicios logísticos a diversos eventos por tierra, aire y mar."
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,neutral,No se han producido cambios con respecto a la propiedad Virala Oy Ab s de acciones de Tiimari .
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,"Proha Plc ( Euronext :7327 ) anunció hoy ( 19 de mayo ) que su filial de pleno derecho , Safran Software Solutions AS , ha acordado vender su participación del 49 % de Safran North America LLC a un SCN Holding AS , un grupo de inversión con sede en Noruega ."
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",positive,"Los beneficios de explotación ascendieron a 21,1 millones de euros , frente a 18,6 millones de euros en 2007 , lo que representa el 9,7 % de las ventas netas ."
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative,"El proveedor finlandés de soluciones y sistemas de suministro de energía Efore Oyj dijo que su pérdida neta se amplió a 3,2 millones de euros $ 4,2 millones para el primer trimestre del fiscal 2006-2007 que termina el 31 de octubre de 2007 a partir de 900.000 euros $ 1,2 millones para el mismo período del fiscal 2005-06 ."
Long $GPRO for a brealout trade,positive,Largo $GPRO para un comercio de breaout
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,Los términos y condiciones del régimen de opción de existencias de 2004 pueden consultarse en el sitio web del Grupo .
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,Las ventas netas crecieron en el período a x20ac 402 millones de dólares 585 millones de dólares de x20ac 401 millones en el 2006 .
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",negative,"Sin embargo , el margen de explotación se redujo del 15,1 % al 14,4 % , arrastrado por el bajo rendimiento de las soluciones empresariales ."
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",neutral,"Trading bajo el nombre de Velta UK , una antigua marca Uponor , la compañía ha sido socio a largo plazo de Uponor en el suministro de sistemas de marca Velta especialmente para el sector de la construcción comercial e industrial en el Reino Unido e internacional ."
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",neutral,"Dolce & Gabbana ha pedido a la Unión Europea que declare inválida la marca de patrón floral ""Unikko"" de Marimekko Corporation, en una disputa continua entre las dos empresas."
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,Las versiones electrónicas requieren 24-48 horas ya que cada copia es personalizada al cliente con controles digitales y marcas de agua personalizadas.
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,"El contrato cubre el suministro de equipo de calefacción temporal para la nueva planta de pellets de LKAB en Kiruna , en el norte de Suecia ."
"Latin America currently accounts for approximately 40 % of sales at Finnish BSS-OSS and VAS supplier for telecoms operators Tecnotree , company president and CEO Eero Mertano told BNamericas .",neutral,"América Latina representa actualmente aproximadamente el 40 % de las ventas en el proveedor finlandés BSS-OSS y VAS para operadores de telecomunicaciones Tecnotree , presidente de la empresa y CEO Eero Mertano dijo a BNamericas ."
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,"Los beneficios de explotación fueron de 139,7 millones de euros , un 23 % más que los de 113,8 millones de euros ."
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,"El flujo de caja de las operaciones ascendió a 7,4 millones de euros , frente a un importe negativo de 68,6 millones de euros en el segundo trimestre del 2008 ."
Her present position is the director of Stockmann 's international department stores .,neutral,Su posición actual es el director de Stockmann 's grandes almacenes internacionales.
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative,Enebro cae en la advertencia Q1; Cisco también baja https://t.co/N8X8BpLJ1E $JNPR $CSCO
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,neutral,El finlandés Rautaruukki vende su unidad de procesamiento de tubos de precisión y componentes de automoción Carl Froh en Alemania a German Arques Industries.
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral,La certificación forestal es un sistema voluntario destinado a promover la ordenación forestal sostenible en los bosques comerciales.
The products have a low salt and fat content .,neutral,Los productos tienen un bajo contenido de sal y grasa .
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive,Actualización 5-SABMiller rechaza el enfoque de adquisición de $104 mil millones de dólares de AB InBev
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,"POYRY PLCEmpresa Anuncio 10 diciembre 2010 a las 16.10 horas De acuerdo con el programa de opción de acciones de Poyry PLC 2004 , 63 792 nuevas acciones de la empresa han sido suscritas desde el 27 octubre 2010 con opciones de acciones 2004B ."
The new units should become one of the largest ones within the company .,neutral,Las nuevas unidades deben convertirse en una de las más grandes dentro de la empresa.
"In this case , the effect would be negative in Finland .",neutral,"En este caso , el efecto sería negativo en Finlandia ."
Prices and delivery volumes of broadband products decreased significantly in 2005 .,neutral,Los precios y los volúmenes de entrega de los productos de banda ancha disminuyeron significativamente en 2005 .
"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",positive,"$KNDI #China #ElectricCar maker. Ventas de coches de China +7,8%. Además, puede alimentarse de $TSLA momentum correr últimamente."
"According to Bosse , the present cooperation is beneficial to all parties , however .",positive,"Sin embargo , según Bosse , la cooperación actual es beneficiosa para todas las partes ."
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,"El flujo de caja de las operaciones aumentó a 52,7 millones de euros de 15,6 millones de euros en 2007 ."
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,"Fiskars Brands registra ventas netas de 145,8 millones de euros , frente a 138,4 millones de euros ."
"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",neutral,"El Informe Anual contiene los estados financieros , los estados financieros consolidados , el informe del Consejo de Administración y el informe del auditor ."
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,Cargotec también moverá Hallberg-Ivarsson 's servicio y el negocio de instalación bajo el mismo techo con su centro de servicio para Kalmar y MacGregor soluciones en Gotemburgo.
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 .,neutral,"El consejo de administración de la empresa propondrá un dividendo de 0,15 euros por acción para el 2005 ."
"On the other hand , Finnish sawmills ' production has decreased even more .",neutral,"Por otra parte , la producción de aserraderos finlandeses ha disminuido aún más ."
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive,"Este nuevo acuerdo ha fortalecido la colaboración de Telemig Celular y Tecnomen , que ha comenzado desde el inicio de las operaciones prepagadas de Telemig ."
Tesco leads leap in FTSE 100; Marks & Spencer drops,positive,Tesco lidera salto en FTSE 100; Marcas & Spencer gotas
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral,"SSH Communications Security Corporation tiene su sede en Helsinki, Finlandia."
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,neutral,Los costes de RISING han obligado al productor de envases Huhtamaki a 90 puestos de trabajo en su fábrica de Hampshire.
"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .",neutral,"La empresa diseña, fabrica y comercializa productos compuestos avanzados para aplicaciones industriales y bienes de consumo como cross-country, postes alpinos y nórdicos Walking, bastones de bola de suelo y radomes de antena."
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral,Turun Sinappi de Unilever que se fabrica en Suecia posee el 40 % del mercado .
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,"Por lo tanto , el balance del grupo tendrá unos 25 ,8 millones de euros en fondo de comercio para el 2010 , añadió la empresa ."
"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",neutral,"Vanhanen dijo que la huelga sería `` extremadamente perjudicial '' ya que unos 1.300 participantes y reporteros comienzan a llegar a Finlandia para la cumbre de la UE de un día con el presidente ruso Vladimir Putin en Lahti, a unos 100 kilómetros (60 millas) al norte de Helsinki."
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,"El Servicio de Guardia Fronteriza ha prohibido el amarre del ferry de transporte de vehículos de la compañía en su viaje de prueba en la terminal de ferrocarril-automóvil del puerto ruso, ya que el puesto de control fronterizo aún no está listo."
Financing of the project will come mainly from China .,neutral,La financiación del proyecto provendrá principalmente de China .
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',positive,`` La compra de las operaciones es parte de la estrategia de YIT para ampliar su oferta geográfica de servicios de sistemas de construcción. ''
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,"El gobierno finlandés anunció el miércoles que vendió una participación del 32 por ciento en productos químicos y el grupo de fertilizantes Kemira Oyj por ( x20ac ) 655,6 millones ( $ 890US millones ) , enviando el precio de la acción de la compañía hasta el 6 por ciento ."
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,"El valor razonable de las propiedades de inversión de la empresa se redujo a 2 769 000 millones de euros a finales de septiembre de 2009 , frente a los 2 878 000 millones de euros del año anterior ."
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,positive,UPM-Kymmene ha generado diecisiete trimestres consecutivos de flujo de efectivo positivo de Operaciones .
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",neutral,"Konecranes Oyj KCR1V FH cayó 5,5 por ciento a 20,51 euros , la mayor caída desde junio ."
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral,"CapMan dijo que el efecto del acuerdo en su flujo de caja para 2009 asciende a 3 ,4 millones de euros , pero la transacción no afectaría a sus resultados financieros para 2009 , ya que se ejecutó a valor razonable ."
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,"Vianor vende neumáticos para automóviles y camiones, así como una gama de otras piezas de automóviles y ofrece servicios de mantenimiento."
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",neutral,"Patrick Jeambar también seguirá siendo responsable de las funciones de Innovación y Salud , Seguridad y Medio Ambiente HSEA de Ahlstrom Corporation ."
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,"Fundada en 1946, Strand Associates, que proporciona servicios de ingeniería civil, ambiental, de transporte, eléctrica y mecánica, tiene 350 empleados en 10 oficinas en Wisconsin, Alabama, Illinois, Indiana, Kentucky y Ohio."
Royal Mail share price rallies amid positive broker comments,positive,Royal Mail raids precio compartido en medio de los comentarios positivos del bróker
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",positive,"Las acciones de Standard Chartered ( STAN ) aumentaron un 1,2 % en el FTSE 100 , mientras que las acciones de Royal Bank of Scotland ( RBS ) aumentaron un 2 % y las acciones de Barclays ( BARC ) ( BCS ) aumentaron un 1,7 % ."
"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral,"A efectos de la posible adquisición , PKC establecería una filial en Polonia ."
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,"Su principal área de negocio, el Grupo de Maquinaria de Cristal de Glaston Technologies, es el líder del mercado mundial en máquinas de procesamiento de vidrio."
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,negative,"Los beneficios de explotación se redujeron a 20,3 millones de euros de 74,2 millones de euros en el segundo trimestre del 2008 ."
"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .",positive,"Los cerveceros lituanos vendieron 256,88 millones de litros de cerveza en 2005, un aumento del 4,5% respecto a la cifra anterior de 245,92 millones de litros."
"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive,"Las negociaciones se llevaron a cabo de manera constructiva , y todas las partes trataron de encontrar una solución a la situación ."
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive,"Como resultado , la empresa prevé actualmente que aumenten las ventas netas y que el resultado de explotación sea positivo ."
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,"La empresa confirmó su estimación de ingresos inferiores para todo el año 2009 a los 93,9 millones de euros de hace un año , tal como se indica en el informe provisional de 5 de agosto de 2009 ."
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,El modelo de la empresa se basa en la contratación de proyectos de construcción por parte del desarrollador y la gestión de proyectos centrada en el cliente .
The SeaWind that was en route from the Finnish port of Turku to Stockholm got stuck in ice already around 4 p.m. on Wednesday and the Regal Star 's journey from the Swedish port of Kapellskar to Paldiski in northwestern Estonia was cut short at 2 a.m. on Thursday .,negative,El SeaWind que estaba en ruta desde el puerto finlandés de Turku a Estocolmo se quedó atascado en el hielo ya alrededor de las 4 p.m. el miércoles y el viaje del Regal Star 's desde el puerto sueco de Kapellskar a Paldiski en el noroeste de Estonia se cortó a las 2 a.m. el jueves.
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,neutral,"Las pérdidas de explotación ascendieron a 0,7 millones de euros en comparación con un beneficio de 0,8 millones de euros en el segundo trimestre del 2005 ."
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",neutral,"Finnish Scanfil , proveedor de sistemas y fabricante de contratos para el sector de las comunicaciones y la industria electrónica , informa de ventas netas de 49,6 millones de euros en el primer trimestre del 2009 , que son sólo un porcentaje menor que en el período correspondiente del 2008 ."
"The sale will result in a capital loss of EUR5m for Solidium , which obtained Tikkurila shares in March 2010 .",negative,"La venta dará lugar a una pérdida de capital de 5 millones de euros para Solidium , que obtuvo acciones de Tikkurila en marzo de 2010 ."
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,"La charla de precios está en el área de swaps de mercado medio más 105 bps y las pistas son Barclays , BNPP , UBS y CBA ."
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,"Hablando hoy con sólo beber , un portavoz de Olvi dijo : `` Hemos tenido un muy buen desempeño en los cuatro países en los que operamos - a saber , Finlandia , Estonia , Letonia y Lituania . ''"
It is planned to set up the A class business center in the two top storeys of the complex .,neutral,Está previsto establecer el centro de negocios clase A en las dos plantas superiores del complejo.
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",positive,"$CNP venta de posición corta en CNP,...Cerrado para el beneficio $ 59.367.00 (7.75%) http://stks.co/ghjc"
Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,positive,Es hora de abrazar el crecimiento del dividendo https://t.co/wc2qfP79TN $ABBV $CSCO $WYN
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive,"CaixaBank, dos Santos Acuerdan Plan para BPI Angola Exposición"
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,"Affecto proporcionará una nueva solución de almacenamiento de datos y notificación de EFI , un sistema de puntuación de comportamiento que apoyará los procesos de decisión operativa y migración de datos de los antiguos sistemas heredados al nuevo sistema EFI ."
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",neutral,"`` Si necesita herramientas de eliminación de malware , escriba la URL de su proveedor de elección directamente en la barra del navegador y utilice enlaces en su sitio web '', escribió Trend Micro 's Rik Ferguson el lunes ."
"However , the growth margin slowed down due to the financial crisis .",negative,"Sin embargo , el margen de crecimiento se ralentizó debido a la crisis financiera ."
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,El aumento del número de acciones se basa en los derechos de opción concedidos a la dirección de la empresa en virtud del plan de opción de acciones 2006 .
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,El período de suscripción de acciones para las opciones C comenzará el 1 de septiembre de 2008 y expirará el 31 de marzo de 2011 .
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral,"El dispositivo también se puede utilizar para la protección contra robos y posicionamiento de vehículos , embarcaciones y otros activos ."
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",neutral,"Cohen & Steers , Inc . : 5 534 530 acciones que representan el 4,985 % del capital social y los derechos de voto ."
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,"FastJet slams EasyJet fundador Stelios para ir al público, está 'tomando asesoramiento legal' sobre la carta ..."
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,"Los ingresos totales de explotación aumentaron en un 27,6 % interanual hasta alcanzar los 61 millones de euros ."
CompaniesActelion shares hit record on Shire takeover talk,positive,EmpresasActelion acciones alcanzó récord en Shire hablar de adquisición
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,"Debido a la rápida expansión , la cuota de mercado de Tallink en términos de transporte de pasajeros a través del puerto de Tallinn Sadam de Tallinn ascendió al 55% en noviembre , frente al 45,7% en noviembre de 2005 ."
"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .",positive,"Sobre la base del fuerte interés y retroalimentación de los clientes , el uso de fabricantes de teléfonos móviles RPM , operadores , empresas y foros de desarrolladores puede aumentar significativamente la calidad de sus productos y servicios , la experiencia del usuario y la rentabilidad '' , Tulonen continúa ."
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral,"Cramo Plc es una empresa de servicios especializada en alquiler de maquinaria y equipos de construcción y servicios relacionados con el alquiler, así como alquiler y venta de espacio modular."
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,"El fabricante finlandés del contrato de electrónica Scanfil registra ventas netas de 58,9 millones de euros en el segundo trimestre del 2007 , frente a 62,4 millones de euros el año anterior ."
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added .",neutral,"Por lo tanto , el balance del grupo tendrá alrededor de 25 ,8 millones de euros de fondo de comercio , añadió la empresa ."
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,"Un total de 16,5 millones de viajes en buques de pasaje tuvieron lugar en el norte del Mar Báltico en 2007 , ligeramente por debajo de 16,5 millones en 2006 ."
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,"Entre las empresas escandinavas presentes en San Petersburgo , también se llama la preocupación sueca NCC , que implementa proyectos en el campo de la producción de asfalto , carreteras y construcción de viviendas ( proyecto Swedish Krona ) ."
$AMZN long into earnings. looks good over 600,positive,$AMZN largo en ganancias. se ve bien más de 600
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",negative,"Las pérdidas de explotación ascendieron a 0,9 millones de euros , con un beneficio de 2,7 millones de euros ."
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive,ACTUALIZAR 2 cervezas de precio elevan las ventas trimestrales subyacentes de SABMiller
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",neutral,"La pérdida de explotación de la unidad Pulp & Paper Machinery superó los 3 millones de euros entre septiembre de 2007 y agosto de 2008 , en comparación con un beneficio de 3,7 millones de euros el año anterior ."
Ruling sets lower limit on potential fine for BP,negative,El fallo establece un límite inferior a la multa potencial para BP
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,Major Order in India Comptel Corporation ha recibido una importante orden a largo plazo para la mediación y soluciones de aprovisionamiento que está siendo utilizado por un operador líder en la India.
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positive,Citrix Systems Inc $CTXS posición aumentada por Mizuho... https://t.co/v7Lkq08Flp @ShareStockNews
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,"La filial de Finnair con sede en Tallinn , Aero AS , transportó 23.335 pasajeros , una disminución del 60,8% , en las rutas entre Helsinki y las capitales bálticas y dentro del sur de Finlandia ."
Also construction expenses have gone up in Russia .,negative,También los gastos de construcción han subido en Rusia.
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,30 noviembre 2009 - La fabricante finlandesa de muebles de oficina Martela Oyj HEL : MARAS dijo hoy que hará redundar a tres personas y otras nueve serán despedidos permanentemente del personal de la oficina de la empresa y los trabajadores de la fábrica .
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,"Comisionado del gobierno local de ml, Kurt Svensson, dice que se pondrá en contacto con la dirección de la empresa finlandesa Componente para averiguar si hay alguna alternativa a la decisión de la empresa de cerrar su planta en ml."
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",neutral,"Como resultado de la emisión de acciones , el número de acciones de la empresa aumenta en 391.630 acciones y el capital social en un total de 15.665,20 EUR ."
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral,"CapMan tiene seis áreas de inversión CapMan Buyout, CapMan Technology, CapMan Life Science, CapMan Rusia, CapMan Public Market y CapMan Real Estate, y cada uno de ellos tiene un equipo dedicado y fondos."
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,neutral,"Las ventas netas combinadas en 2006 fueron de 27 millones de dólares y el EBITDA de 13,7 millones de dólares."
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,neutral,"Stockmann Group, con sede en Finlandia, ha cerrado siete tiendas deportivas de franquicias Nike en Rusia."
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,"Nuestros mercados geográficos clave son Europa , Federación Rusa , Oriente Medio , Sudáfrica y Japón ."
