Sentence,Sentiment,sentence
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive,"Das Betriebsergebnis betrug 9,8 Mio . EUR , verglichen mit einem Verlust von 12,7 Mio . EUR im entsprechenden Zeitraum 2009 ."
Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,positive,"Auf der Straße heißt es, dass Allergen nach der gescheiterten Pfizer-Fusion auf Endo International schaut. Mai-20 $35 Anrufe aktiv. $ENDP"
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",positive,"FBR Capital wiederholte ""Outperform""-Rating auf $BRCM mit einem Preisziel von $45.00 am Freitag."
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive,"METALS-Zinc Überflutungen 12 pct nach Glencore schneidet Leistung, Betankung Metalle Rallye"
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,negative,"Im Zeitraum von Januar bis September 2008 ging der Gewinn von 7,5 Mio EUR auf 1,6 Mio EUR zurück ."
Is It Worth Investing In Tesco PLC And Prudential plc Now?,positive,"Ist es wert, in Tesco PLC und Prudential plc jetzt investieren?"
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,neutral,"in Finnland das finnische Pharmaunternehmen Orion Corporation OMX Helsinki : ORNAV sagte am Mittwoch, 7. Januar, dass es seine Personalverhandlungen in Finnland abgeschlossen hat und die Zahl der Mitarbeiter um 205 reduzieren wird ."
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,"Der finnische Einzelhändler Stockmann hat die Zustimmung des Vorstandes des schwedischen Rivalen Lindex für ein öffentliches Angebot mit dem Ziel, die Präsenz der Unternehmen in Russland und anderen CEE-Ländern zu erweitern gewonnen , sagte Stockmann Montag ."
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",positive,"In einer Veröffentlichung sagte das Unternehmen , dass Vocollect T2 Kunden in Nordamerika jetzt die Vorteile seiner Voice Directed Warehousing-Lösung nutzen und die Effizienz und Produktivitätssteigerungen zu einem ermäßigten Preis erhöhen können ."
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,Niklas Skogster wurde von der ABB-Gruppe in verschiedenen Positionen in der Entwicklung des Betriebs beschäftigt.
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,"Das Betriebsergebnis ohne Sondereinflüsse belief sich auf 0,2 Mio EUR , gegenüber 0,8 Mio EUR im entsprechenden Zeitraum 2006 ."
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive,"Finnish Metso Paper hat einen Auftrag für den Wiederaufbau der Zellstofffabrik Sabah Forest Industries ( SFI ) in Sabah , Malaysia ."
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,positive,Ruukki prognostizierte für 2010 ein jährliches Umsatzwachstum von 15-20 % und ein positives Vorsteuerergebnis .
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,neutral,Der Preis für GVO-Soja liegt 5 % -7 % niedriger als der Preis für Nicht-GVO .
"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",positive,"Finnlands Nokian Tyres und Kasachstans Ordabasy Corporation unterzeichnete eine Vereinbarung zum Bau einer Anlage in Astana, um Autoreifen zu produzieren , sagte Ordabasy Vorsitzender Dinmukhamet Idrisov auf einer Pressekonferenz ."
"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .",neutral,"Mit einem Umsatz von $ 12,7 Milliarden in den letzten zwölf Monaten Ende Oktober, 2010 und über 9.200 Geschäften in 35 Staaten, ist Dollar General der größte kleine Box Discount-Händler der Nation."
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,GET MIDNIGHTTRADER IN REALTIME : Dieser Bericht verzögert sich .
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .,negative,"Das dänische Unternehmen FLSmidth hat anerkannt, dass es ein Patent des finnischen Metso verletzt hat."
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",neutral,"Die Ausgabe von Aktien , die von dem Präventivrecht der Aktionäre abweicht und rund sechs Millionen neue Aktien zum Marktpreis umfasst , wird von Aktionären , Inhabern von Kapitalscheinen und professionellen Kunden zur Zeichnung angeboten ."
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,neutral,"Tielinja erzielte 2005 einen Nettoumsatz von 7,5 Mio Euro $ 9,6 Mio Euro ."
"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",neutral,"Karachi , 14. September -- Ixonos , ein weltweit führendes Unternehmen in der Entwicklung und Integration von Lösungen für Handheld-Geräte , kündigte an, dass es eine Touchscreen mobile Benutzeroberfläche Lösung für den Intel Atom Prozessor Z6xx basierten Smartphones implementiert ."
"`` Neste Oil is working with over 20 research communities in Europe , America , Africa , Asia , and Australia to develop and introduce new raw materials .",positive,"`` Neste Oil arbeitet mit über 20 Forschungsgemeinschaften in Europa, Amerika, Afrika, Asien und Australien zusammen, um neue Rohstoffe zu entwickeln und einzuführen."
"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",positive,"Die neue Vereinbarung , die eine langjährige Zusammenarbeit zwischen den Unternehmen erweitert , beinhaltet die Übertragung bestimmter Engineering- und Dokumentationsfunktionen von Larox auf Etteplan ."
It 's not .,neutral,Ist es nicht.
"took some $ENDP long this am, using VWAP as guide",positive,"dauerte einige $ENDP lange dies bin, mit VWAP als Leitfaden"
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",neutral,"Trotz des Umsatzwachstums warnt Tesco in Großbritannien davor, dass die Erholung holprig ist"
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",neutral,In Finnland legt das Metallsektorunternehmen Componenta von Weihnachten 2008 bis zum 6 . Januar 2009 vorübergehend das Personal seiner Pori-Mühle ab .
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive,Im Nahen Osten und Nordafrika ist Tecnotree in den letzten Jahren stark gewachsen.
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",positive,"Sowohl das Betriebsergebnis als auch der Nettoumsatz stiegen im Halbjahr von 18 ,1 Mio EUR bzw . 127,6 Mio EUR gegenüber dem entsprechenden Zeitraum 2006 an ."
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",neutral,"Der Versicherer Axa ( PAR : CS ) rutschte um 5,35 % auf 14,15 EUR , nachdem die Citigroup und ING ihre Ziele auf den Bestand abgestumpft hatten ."
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,"Die Auftragswerte liegen bei 6,9 Mio EUR und bestehen aus Designdienstleistungen sowie Hardware- und Softwarelizenzen ."
Scanfil has also issued a profit warning .,negative,Scanfil hat auch eine Gewinnwarnung herausgegeben .
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",neutral,"Ein Sprecher sagte: `` Das Lebensmittelgeschäft Zentrum, vorbehaltlich des Rates und der lokalen Unterstützung, könnte einen Supermarkt oder kleinere Geschäfte und andere Nischen Verkaufsstellen, und dies wird nach Konsultation mit dem Rat und der lokalen Gemeinschaft in Bezug auf angemessene Verwendungen und Besatzer gestärkt werden. """
The bond has a value of EUR150m and a maturity of 4 years .,neutral,Die Anleihe hat einen Wert von 150 Mio EUR und eine Laufzeit von 4 Jahren .
MillerCoors Board Names Gavin Hattersley Interim CEO,neutral,MillerCoors Board Names Gavin Hattersley Interim CEO
Airbus will attempt to evacuate up to 873 people within 90 seconds .,neutral,"Airbus wird versuchen, bis zu 873 Menschen innerhalb von 90 Sekunden zu evakuieren."
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,Das operative Ergebnis des ersten Quartals stieg von 33 Mio .
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",positive,"Im dritten Quartal 2008 betrug das EPS für das Quartal EUR0,01 , was einem Konzernumsatz im dritten Quartal von EUR15 ,3 Mio . entspricht , was einem Anstieg um 2,8 % gegenüber EUR14 ,9 Mio . im dritten Quartal 2008 entspricht ."
Royal Dutch Shell profit rises; dividend up 4%,positive,Royal Dutch Shell Gewinn steigt; Dividende steigt um 4%
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,"In der Zwischenzeit erhielt Electrowatt-Ekono Philippines, Inc. von der FR Cement Corporation auch einen Dreijahres-Betriebs- und Wartungsvertrag ( O&M ) ."
The agreement includes application maintenance and support services .,neutral,Die Vereinbarung umfasst die Wartung von Anwendungen und Support-Services .
`` Nokia is just interested in bring Nokia to the market . '',neutral,"`` Nokia ist nur daran interessiert, Nokia auf den Markt zu bringen . ''"
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,Affecto rechnet mit einem Anstieg des Nettoumsatzes für das gesamte Jahr 2010 von 2009 auf 103 Mio EUR .
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,"Der Bericht profiliert 158 Unternehmen, darunter viele Schlüssel- und Nischenspieler, darunter große Nonwovens-Hersteller wie Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI ."
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,Die Entlassungen werden 240 von insgesamt 320 Okmetic-Mitarbeitern in Finnland betreffen.
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,`` Die Übernahme von Elektros Pavara schließt die Markterweiterungsstrategie von KONE in den baltischen Ländern ab .
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive,"18 . Mai 2010 - Finnische Elektronik-Hersteller Elcoteq SE HEL : ELQAV sagte heute , dass es ein umfassendes Kooperationsabkommen über die Industrialisierung , Herstellung , Vertrieb und After-Market-Services für Mobiltelefone mit Japans Sharp TYO unterzeichnet hat : 6753 ."
Morrisons book second consecutive quarter of sales growth,positive,Morrisonsbuch zweites Quartal in Folge des Umsatzwachstums
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive,"Marimekko hat heute ( 20. November ) einen Lizenzvertrag mit der schwedischen Kette unterzeichnet, wobei Marimekko einige seiner populären Muster aus den 1950er, 1960er und 1970er Jahren an H&M lizenzieren wird."
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative,"Das war schnell, aus $FIO 21.35, Markttanken, Skalierung der Longs jetzt"
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative,"Mit der Ankündigung wurden die Freenet-Aktien im Frankfurter Handel um 6,3 % bzw . 0,71 EUR auf 10 ,65 EUR gesenkt , da die Investoren die Hoffnung aufgegeben hatten , dass die United Internet AG und Drillisch ihre eigene Übernahme und Auflösung von Freenet fortsetzen würden ."
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,"Der finnische Telekommunikationssoftwareentwickler Tecnomen Oyj sagte am 5 . Dezember 2006 , er gewann einen $ 3,3 mln ( 2,5 mln Euro ) Auftrag , um eine Erweiterung der Lade- und Messaging-Systeme für die mobilen und festen Netze von Brasil Telecom zu liefern ."
CompaniesUnilever sales lifted by ice cream in soft economy,positive,UnternehmenUnilever-Verkäufe durch Eis in Soft Economy aufgehoben
EPS dropped to EUR0 .2 from EUR0 .3 .,negative,"Die EPS sank von EUR0 ,3 auf EUR0 ,2 ."
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative,"@saltwaternurse $INO kann in den nächsten Tagen wieder 10 testen.Zeit, um einige Gewinne hier zu nehmen. oder Hecke mit Puts."
No financial information was provided .,neutral,Es wurden keine Finanzinformationen übermittelt .
EasyJet attracts more passengers in June but still lags Ryanair,positive,"EasyJet zieht im Juni mehr Passagiere an, verzögert aber immer noch Ryanair"
Morning Agenda: Shire's Deal for NPS,positive,Morgen-Agenda: Shires Deal für NPS
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,positive,"Metso wird die Ausrüstung für zwei Prozesslinien beim neuen Eisenerzprojekt Kaunisvaara von Northland Resources in Schweden liefern, das die Eisenerzlagerstätten Tapuli und Sahavaara nutzt."
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive,Im Rahmen dieser Vereinbarung wird Biohit zum Fokuslieferanten von Pipettoren und Einwegpipettoren-Tipps für VWR-Kunden in ganz Europa.
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,neutral,"Die bisherige Schätzung des Unternehmens lag bei einem niedrigeren Umsatz als im Vorjahr bei 93,9 Mio . EUR ."
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative,"Das Ergebnis je Aktie ( EPS ) ging von 0,31 EUR auf 0,21 EUR zurück ."
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",neutral,Gebote oder Angebote enthalten mindestens 1.000 Aktien und der Wert der Aktien muss mindestens EUR4 000 entsprechen .
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,neutral,"Das Ergebnis je Aktie ( EPS ) betrug einen Verlust von 0,06 EUR ."
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative,NetApp wurde von Macquarie auf Underperform herabgestuft. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork
`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,neutral,"Russland ist bereit , an einer offenen Ausschreibung für die Privatisierung von Lattelecom teilzunehmen ."
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive,Technopolis und die Regierung von St. Petersburg unterzeichneten im Oktober 2005 ein Kooperationsmemorandum zur Errichtung eines Techno-Parks in der Produktionszone Neudorf im Dorf Strelny in den Vororten von St. Petersburg.
The owners who have participated in the business operations of the company will continue in Poyry 's employment after the transaction .,neutral,"Die Eigentümer, die an der Geschäftstätigkeit des Unternehmens teilgenommen haben, werden nach der Transaktion weiterhin in Poyry 's Beschäftigung ."
The goal is to secure the company 's profitability and competitiveness .,neutral,"Ziel ist es , die Rentabilität und Wettbewerbsfähigkeit des Unternehmens zu sichern ."
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",negative,"Im dritten Quartal erzielte das Unternehmen jedoch einen Nettogewinn von 1,5 Mio . EUR im entsprechenden Zeitraum 2009 auf 1,4 Mio . EUR ."
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,"Neste Öl's Board vorgeschlagen 1,00 eur Dividende für das Gesamtjahr 2007 , im Vergleich zu 0,90 eur vor einem Jahr ."
Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral,Basware Einvoices Oy wird in diesem Geschäftsjahr zur Muttergesellschaft zusammengeführt .
#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,positive,"#Fintech-Anbieter $CAFN Cachet Financial Solutions Surging Forwarding Today Nach Ergebnis Nach oben +13,26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo"
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,Vor Kemira's Installation NordAlu produzierte 3.500 Tonnen flüssige und feste Aluminiumabfälle pro Jahr.
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,Er ist Chartered Accountant in British Columbia und Alberta sowie Certified Public Accountant in Washington State.
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,positive,` Sehr empfehlenswert ' ist der Nokian Z G2 nach dem ` ADAC-Urteil' im jüngsten Sommerreifentest des deutschen Automobilverbandes ADAC .
- The Group -¦ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,neutral,"- Das Konzernergebnis vor Steuern betrug einen Verlust von 0,6 ( + 0,6 ) Mio . EUR ."
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral,"- Der Cashflow aus betrieblicher Tätigkeit vor Investitionen betrug 0,8 -1,2 Mio EUR ."
Viking Line has canceled some services .,negative,Viking Line hat einige Dienste storniert .
Exel is headquartered in Mantyharju in Finland .,neutral,Exel hat seinen Hauptsitz in Mantyharju in Finnland.
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .,negative,Stora Chief Executive Jouko Karvinen hat die russischen Zollerhöhungen als Bedrohung für die Zukunft der finnischen Forstprodukteindustrie beschrieben.
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive,"Nach Barclays und Bank of America, Citigroup hat Blockchain in Sicht"
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",positive,"Google, Inc. schließt Übernahme von ICOA, Inc. ab. http://stks.co/nFEI $ICOA $GOOG"
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",positive,"$TSLA sieht gut aus..i würde gerne eine Basis-Aktion hier sehen, lassen die RSI eine Atempause nehmen. http://stks.co/g1T7c"
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",neutral,"Der Nettoumsatz des finnischen Sanitär- und Heizungsunternehmens Uponor aus fortgeführten Geschäftsbereichen sank 2008 um 9,4 % auf 949,2 Mio EUR von 1.047,4 Mio EUR im Jahr 2007 ."
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",positive,"Diese Lage macht das Einkaufszentrum ein bequemer Ort, um für Verbraucher aus drei großen Wohngebieten in der Nähe zu kaufen: Jaroszowka, Wysockiego und Zgody."
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative,Die finnische Versicherungsgesellschaft Fennia und Kesko Group beenden ihre loyale Kundenkooperation.
"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",neutral,"Das Gehäuse besteht aus einem ersten seitlichen Gehäuseteil mit dem ersten Seitengehäusesegment und einem zweiten seitlichen Gehäuseteil mit dem zweiten Seitengehäusesegment, wobei zumindest das erste seitliche Gehäuseteil um eine Rotationsachse schwenkbar ist."
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,"Die in Finnland ansässige Elcoteq SE , ein privat geführter Anbieter von Dienstleistungen im Bereich der Elektronikfertigung für Kommunikationsunternehmen , erklärte am Donnerstag, dass sie einen langfristigen Fertigungsvertrag mit dem Unternehmen Andrew Corp. unterzeichnet habe ."
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",neutral,"Im ersten Quartal 2009 verringerte sich der Zinsüberschuss der Bank von +àland um 10 % auf 9,1 Mio EUR ."
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral,"RBS zahlt 1,7 Milliarden Dollar, um die Dividendenrechte des US-Finanzministeriums zu beseitigen"
Increased trust of our clients in YIT can be seen as apartment sales accelerated .,positive,Erhöhtes Vertrauen unserer Kunden in YIT kann als Wohnung Verkauf beschleunigt gesehen werden.
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral,"Talvivaara Mining Company Plc Talvivaara Mining Company ist ein international bedeutender Hersteller von Grundmetallen mit seinem Hauptfokus auf Nickel und Zink unter Verwendung einer Technologie, die als Bio-Heapleaching bekannt ist, um Metalle aus Erz zu extrahieren."
Operating profit for 2009 lower than outlook published earlier .,neutral,Operatives Ergebnis für 2009 niedriger als früher veröffentlichter Ausblick .
Less than ten people will face pension agreements .,neutral,Weniger als zehn Personen werden Pensionsverträge abschließen müssen .
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,"Das konsolidierte Betriebsergebnis des Unternehmens belief sich auf 15,86 Mio . EUR gegenüber 4,14 Mio . EUR gegenüber dem Vorjahr ."
AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive,"AstraZeneca ZS Pharma für 2,7 Milliarden Dollar kaufen"
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative,"Die finnische Abfallwirtschafts- und -reinigungsgruppe Lassila & Tikanoj Oyj ( L&T ) verzeichnete 2007 einen Nettogewinn von 35,3 Mio. Euro ( 52,3 Mio. Euro ) für 2006 auf 32,2 Mio. Euro (47,7 Mio. Euro ) ."
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,neutral,"Die operative Marge der Division Aker Yards Cruise & Ferries ging im ersten Quartal 2007 von 8,3 % auf 6,4 % zurück."
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative,"HELSINKI Thomson Financial - Die Anteile an Cargotec gingen im Frühnachmittagshandel stark zurück , nachdem die Frachtumschlagsgruppe im April-Juni einen überraschenden Rückgang verzeichnete , der die große Zahl der während der drei Monate eingegangenen Neuaufträge überschattete ."
The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive,Ziel des Programms ist eine strukturelle Kostensenkung von rund 30 Mio EUR im Jahr 2009 .
Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,neutral,Unsere Werkzeuge sind speziell auf die Bedürfnisse sowohl der Business-Nutzer als auch IKT-Experten im Auge konzipiert.
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral,"Ahlstrom Corporation Seppo Parvi , CFO Vertrieb : Main media www.ahlstrom.com Ahlstrom in Kürze Ahlstrom ist ein weltweit führender Anbieter in der Entwicklung , Herstellung und Vermarktung von Hochleistungs Vliesstoffen und Spezialpapieren ."
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,"Vor der Transaktion , deren finanzielle Bedingungen nicht offengelegt wurden , besaß Alma Media 40 % des Kotikokki-Netzes ."
$CTRP not a bad long chart now that it's through sma100 resistance.,positive,"$CTRP kein schlechtes langes Diagramm jetzt, da es durch sma100 Widerstand ist."
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,Auch ein Zusammenschluss zwischen UPM und der finnisch-schwedischen Stora Enso ist nicht wahrscheinlich .
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,positive,$HYG Potenzielle Fortsetzung Aufwärtstrend auf 60'-15'-4' Charts http://stks.co/t1Qp6
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,positive,Peroni und Grolsch zum Verkauf als AB InBev plant Übernahme von SABMiller
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,"Das Betriebsergebnis stieg im Neunmonatszeitraum von 13 ,6 Mio . EUR , der Nettoumsatz stieg gegenüber dem entsprechenden Zeitraum 2005 von 394,7 Mio . EUR ."
The beers differ slightly from mainstream beers .,neutral,Die Biere unterscheiden sich leicht von den Mainstream Bieren .
Financial details were n't disclosed .,neutral,Finanzielle Details wurden nicht offengelegt .
"Separately , YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E 's building system service business in Germany , Austria , Poland , the Czech Republic , Hungary and Romania for EUR 55 mln .",positive,"Die YIT Corporation und die österreichische Firma E AG haben in der vergangenen Woche eine Vereinbarung über den Verkauf des E-Gebäudesystem-Servicegeschäfts in Deutschland , Österreich , Polen , der Tschechischen Republik , Ungarn und Rumänien für 55 Mio EUR unterzeichnet ."
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,neutral,"Der finnische Aluminiumhersteller Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) meldete am Montag ( 18 . August ) ein operatives Ergebnis von 7,9 Mio . EUR auf einen Nettoumsatz von 55 ,2 Mio . EUR für den Zeitraum Januar bis Juni 2008 ."
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",neutral,"Auch befristete Entlassungen , die die gesamte Belegschaft betreffen , werden umgesetzt ."
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",positive,"SOUTHFIELD , Mich. -- Die Central Corporate Credit Union wird erneut die Schirmherrschaftsdividenden an die Mitglieder verteilen , indem sie alle in den Monaten Juli und November 2008 entstandenen Servicegebühren in Höhe von geschätzten 1 Million US-Dollar aufhebt ."
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive,Auf Grund des starken Volumens und günstiger Währungseffekte stieg der Umsatz um 10 Prozentpunkte auf 566 Mio . EUR .
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral,Wählen Sie aus einem Giant Countdown mit rotem Kopf oder Regenbogenforelle -- oder dem Giant Shad Rap in Barschfarbe .
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,"Die russischen Ausfuhrzölle werden die Ernte in Finnland aktivieren , und auch die Verkäufe in Russland werden zunehmen ."
